project_id,project_location_id,geoname_id,transactions_start_year,transactions_end_year,even_split_commitments,even_split_disbursements
P001807,P001807_7874471,7874471,2003,2009,829129.9374,891714.8279
P001807,P001807_7874473,7874473,2003,2009,829129.9374,891714.8279
P001807,P001807_7670756,7670756,2003,2009,829129.9374,891714.8279
P001807,P001807_7873988,7873988,2003,2009,829129.9374,891714.8279
P001807,P001807_1053142,1053142,2003,2009,829129.9374,891714.8279
P001807,P001807_1052446,1052446,2003,2009,829129.9374,891714.8279
P001807,P001807_7873983,7873983,2003,2009,829129.9374,891714.8279
P001807,P001807_7909828,7909828,2003,2009,829129.9374,891714.8279
P001807,P001807_7874046,7874046,2003,2009,829129.9374,891714.8279
P001807,P001807_7905000,7905000,2003,2009,829129.9374,891714.8279
P001807,P001807_7874614,7874614,2003,2009,829129.9374,891714.8279
P001807,P001807_7873985,7873985,2003,2009,829129.9374,891714.8279
P001807,P001807_7905199,7905199,2003,2009,829129.9374,891714.8279
P001807,P001807_7905529,7905529,2003,2009,829129.9374,891714.8279
P001807,P001807_1035304,1035304,2003,2009,829129.9374,891714.8279
P001807,P001807_1037018,1037018,2003,2009,829129.9374,891714.8279
P001807,P001807_1037109,1037109,2003,2009,829129.9374,891714.8279
P001807,P001807_1040396,1040396,2003,2009,829129.9374,891714.8279
P001807,P001807_1040587,1040587,2003,2009,829129.9374,891714.8279
P001807,P001807_1041912,1041912,2003,2009,829129.9374,891714.8279
P001807,P001807_1042871,1042871,2003,2009,829129.9374,891714.8279
P001807,P001807_1045351,1045351,2003,2009,829129.9374,891714.8279
P001807,P001807_1052937,1052937,2003,2009,829129.9374,891714.8279
P001807,P001807_1040948,1040948,2003,2009,829129.9374,891714.8279
P001807,P001807_1049181,1049181,2003,2009,829129.9374,891714.8279
P001807,P001807_1051852,1051852,2003,2009,829129.9374,891714.8279
P001807,P001807_7873986,7873986,2003,2009,829129.9374,891714.8279
P001807,P001807_7874708,7874708,2003,2009,829129.9374,891714.8279
P001807,P001807_7646374,7646374,2003,2009,829129.9374,891714.8279
P001807,P001807_1045789,1045789,2003,2009,829129.9374,891714.8279
P001807,P001807_7874045,7874045,2003,2009,829129.9374,891714.8279
P001807,P001807_7873991,7873991,2003,2009,829129.9374,891714.8279
P001807,P001807_7909704,7909704,2003,2009,829129.9374,891714.8279
P001807,P001807_7874710,7874710,2003,2009,829129.9374,891714.8279
P001807,P001807_7874474,7874474,2003,2009,829129.9374,891714.8279
P001807,P001807_7874620,7874620,2003,2009,829129.9374,891714.8279
P001807,P001807_7874622,7874622,2003,2009,829129.9374,891714.8279
P001807,P001807_7874711,7874711,2003,2009,829129.9374,891714.8279
P001807,P001807_7873976,7873976,2003,2009,829129.9374,891714.8279
P001807,P001807_1090080,1090080,2003,2009,829129.9374,891714.8279
P001807,P001807_8693192,8693192,2003,2009,829129.9374,891714.8279
P001807,P001807_7874712,7874712,2003,2009,829129.9374,891714.8279
P001807,P001807_7873980,7873980,2003,2009,829129.9374,891714.8279
P001807,P001807_1037394,1037394,2003,2009,829129.9374,891714.8279
P001807,P001807_7880951,7880951,2003,2009,829129.9374,891714.8279
P001807,P001807_7873993,7873993,2003,2009,829129.9374,891714.8279
P001807,P001807_7874472,7874472,2003,2009,829129.9374,891714.8279
P001807,P001807_8301113,8301113,2003,2009,829129.9374,891714.8279
P001807,P001807_8714615,8714615,2003,2009,829129.9374,891714.8279
P001807,P001807_7874724,7874724,2003,2009,829129.9374,891714.8279
P001807,P001807_7873984,7873984,2003,2009,829129.9374,891714.8279
P001807,P001807_7874726,7874726,2003,2009,829129.9374,891714.8279
P001807,P001807_7670758,7670758,2003,2009,829129.9374,891714.8279
P001807,P001807_7874624,7874624,2003,2009,829129.9374,891714.8279
P001807,P001807_7874106,7874106,2003,2009,829129.9374,891714.8279
P001807,P001807_1040947,1040947,2003,2009,829129.9374,891714.8279
P001807,P001807_1040649,1040649,2003,2009,829129.9374,891714.8279
P001807,P001807_1024312,1024312,2003,2009,829129.9374,891714.8279
P001807,P001807_1026804,1026804,2003,2009,829129.9374,891714.8279
P001807,P001807_1026010,1026010,2003,2009,829129.9374,891714.8279
P001807,P001807_1024062,1024062,2003,2009,829129.9374,891714.8279
P004397,P004397_8657190,8657190,2002,2012,1170987.274,2070466.944
P004397,P004397_2134008,2134008,2002,2012,1170987.274,2070466.944
P004397,P004397_7668019,7668019,2002,2012,1170987.274,2070466.944
P004397,P004397_2093683,2093683,2002,2012,1170987.274,2070466.944
P004397,P004397_2090950,2090950,2002,2012,1170987.274,2070466.944
P004397,P004397_2087893,2087893,2002,2012,1170987.274,2070466.944
P004397,P004397_2087633,2087633,2002,2012,1170987.274,2070466.944
P004397,P004397_2101332,2101332,2002,2012,1170987.274,2070466.944
P004397,P004397_7648911,7648911,2002,2012,1170987.274,2070466.944
P004397,P004397_2101038,2101038,2002,2012,1170987.274,2070466.944
P004397,P004397_2100536,2100536,2002,2012,1170987.274,2070466.944
P004397,P004397_2100468,2100468,2002,2012,1170987.274,2070466.944
P004397,P004397_2099613,2099613,2002,2012,1170987.274,2070466.944
P004397,P004397_2096037,2096037,2002,2012,1170987.274,2070466.944
P004397,P004397_7648913,7648913,2002,2012,1170987.274,2070466.944
P004397,P004397_2093727,2093727,2002,2012,1170987.274,2070466.944
P004397,P004397_2093427,2093427,2002,2012,1170987.274,2070466.944
P004397,P004397_2133105,2133105,2002,2012,1170987.274,2070466.944
P004397,P004397_2092651,2092651,2002,2012,1170987.274,2070466.944
P004397,P004397_2091756,2091756,2002,2012,1170987.274,2070466.944
P004397,P004397_2091232,2091232,2002,2012,1170987.274,2070466.944
P004397,P004397_2090910,2090910,2002,2012,1170987.274,2070466.944
P004397,P004397_2090288,2090288,2002,2012,1170987.274,2070466.944
P004397,P004397_2089300,2089300,2002,2012,1170987.274,2070466.944
P004397,P004397_2088179,2088179,2002,2012,1170987.274,2070466.944
P004397,P004397_2085422,2085422,2002,2012,1170987.274,2070466.944
P004397,P004397_2083819,2083819,2002,2012,1170987.274,2070466.944
P004397,P004397_2093967,2093967,2002,2012,1170987.274,2070466.944
P004397,P004397_2088163,2088163,2002,2012,1170987.274,2070466.944
P004397,P004397_2133763,2133763,2002,2012,1170987.274,2070466.944
P004397,P004397_2097853,2097853,2002,2012,1170987.274,2070466.944
P004397,P004397_2096633,2096633,2002,2012,1170987.274,2070466.944
P004397,P004397_2091495,2091495,2002,2012,1170987.274,2070466.944
P004397,P004397_2090468,2090468,2002,2012,1170987.274,2070466.944
P004397,P004397_2089478,2089478,2002,2012,1170987.274,2070466.944
P004397,P004397_2083546,2083546,2002,2012,1170987.274,2070466.944
P004397,P004397_2095012,2095012,2002,2012,1170987.274,2070466.944
P004397,P004397_2091497,2091497,2002,2012,1170987.274,2070466.944
P004397,P004397_2088161,2088161,2002,2012,1170987.274,2070466.944
P004397,P004397_7668037,7668037,2002,2012,1170987.274,2070466.944
P004397,P004397_7668036,7668036,2002,2012,1170987.274,2070466.944
P040578,P040578_9165798,9165798,2001,2009,798367.0508,655796.7905
P040578,P040578_1640342,1640342,2001,2009,798367.0508,655796.7905
P040578,P040578_1636555,1636555,2001,2009,798367.0508,655796.7905
P040578,P040578_1639849,1639849,2001,2009,798367.0508,655796.7905
P040578,P040578_6965895,6965895,2001,2009,798367.0508,655796.7905
P040578,P040578_1648758,1648758,2001,2009,798367.0508,655796.7905
P040578,P040578_8659101,8659101,2001,2009,798367.0508,655796.7905
P040578,P040578_1647571,1647571,2001,2009,798367.0508,655796.7905
P040578,P040578_1637366,1637366,2001,2009,798367.0508,655796.7905
P040578,P040578_9165982,9165982,2001,2009,798367.0508,655796.7905
P040578,P040578_7057508,7057508,2001,2009,798367.0508,655796.7905
P040578,P040578_1637365,1637365,2001,2009,798367.0508,655796.7905
P040578,P040578_9165995,9165995,2001,2009,798367.0508,655796.7905
P040578,P040578_9165840,9165840,2001,2009,798367.0508,655796.7905
P040578,P040578_1622267,1622267,2001,2009,798367.0508,655796.7905
P040578,P040578_1623839,1623839,2001,2009,798367.0508,655796.7905
P040578,P040578_1623840,1623840,2001,2009,798367.0508,655796.7905
P040578,P040578_1624750,1624750,2001,2009,798367.0508,655796.7905
P040578,P040578_1625166,1625166,2001,2009,798367.0508,655796.7905
P040578,P040578_1625707,1625707,2001,2009,798367.0508,655796.7905
P040578,P040578_1626541,1626541,2001,2009,798367.0508,655796.7905
P040578,P040578_1627258,1627258,2001,2009,798367.0508,655796.7905
P040578,P040578_1627443,1627443,2001,2009,798367.0508,655796.7905
P040578,P040578_1628799,1628799,2001,2009,798367.0508,655796.7905
P040578,P040578_1630720,1630720,2001,2009,798367.0508,655796.7905
P040578,P040578_1630788,1630788,2001,2009,798367.0508,655796.7905
P040578,P040578_1630933,1630933,2001,2009,798367.0508,655796.7905
P040578,P040578_1631789,1631789,2001,2009,798367.0508,655796.7905
P040578,P040578_1632723,1632723,2001,2009,798367.0508,655796.7905
P040578,P040578_1634193,1634193,2001,2009,798367.0508,655796.7905
P040578,P040578_1635387,1635387,2001,2009,798367.0508,655796.7905
P040578,P040578_1636028,1636028,2001,2009,798367.0508,655796.7905
P040578,P040578_1636306,1636306,2001,2009,798367.0508,655796.7905
P040578,P040578_1636422,1636422,2001,2009,798367.0508,655796.7905
P040578,P040578_1636625,1636625,2001,2009,798367.0508,655796.7905
P040578,P040578_1636805,1636805,2001,2009,798367.0508,655796.7905
P040578,P040578_1639475,1639475,2001,2009,798367.0508,655796.7905
P040578,P040578_1639753,1639753,2001,2009,798367.0508,655796.7905
P040578,P040578_1640948,1640948,2001,2009,798367.0508,655796.7905
P040578,P040578_1642584,1642584,2001,2009,798367.0508,655796.7905
P040578,P040578_1642655,1642655,2001,2009,798367.0508,655796.7905
P040578,P040578_1644098,1644098,2001,2009,798367.0508,655796.7905
P040578,P040578_1644905,1644905,2001,2009,798367.0508,655796.7905
P040578,P040578_1645322,1645322,2001,2009,798367.0508,655796.7905
P040578,P040578_1647803,1647803,2001,2009,798367.0508,655796.7905
P040578,P040578_1648256,1648256,2001,2009,798367.0508,655796.7905
P040578,P040578_1648339,1648339,2001,2009,798367.0508,655796.7905
P040578,P040578_1649264,1649264,2001,2009,798367.0508,655796.7905
P040578,P040578_1649975,1649975,2001,2009,798367.0508,655796.7905
P040578,P040578_1650231,1650231,2001,2009,798367.0508,655796.7905
P040578,P040578_2057086,2057086,2001,2009,798367.0508,655796.7905
P040578,P040578_6755517,6755517,2001,2009,798367.0508,655796.7905
P040578,P040578_6960133,6960133,2001,2009,798367.0508,655796.7905
P040578,P040578_7086954,7086954,2001,2009,798367.0508,655796.7905
P040578,P040578_7910924,7910924,2001,2009,798367.0508,655796.7905
P040578,P040578_8740062,8740062,2001,2009,798367.0508,655796.7905
P040578,P040578_8740064,8740064,2001,2009,798367.0508,655796.7905
P040578,P040578_9165681,9165681,2001,2009,798367.0508,655796.7905
P040578,P040578_9165694,9165694,2001,2009,798367.0508,655796.7905
P040578,P040578_9165705,9165705,2001,2009,798367.0508,655796.7905
P040578,P040578_9165708,9165708,2001,2009,798367.0508,655796.7905
P040578,P040578_6698251,6698251,2001,2009,798367.0508,655796.7905
P040578,P040578_1650216,1650216,2001,2009,798367.0508,655796.7905
P040578,P040578_1651530,1651530,2001,2009,798367.0508,655796.7905
P040578,P040578_7910936,7910936,2001,2009,798367.0508,655796.7905
P040578,P040578_1632352,1632352,2001,2009,798367.0508,655796.7905
P040578,P040578_1636543,1636543,2001,2009,798367.0508,655796.7905
P040578,P040578_1648633,1648633,2001,2009,798367.0508,655796.7905
P040578,P040578_1635881,1635881,2001,2009,798367.0508,655796.7905
P040578,P040578_7910937,7910937,2001,2009,798367.0508,655796.7905
P040578,P040578_9165868,9165868,2001,2009,798367.0508,655796.7905
P040578,P040578_9165690,9165690,2001,2009,798367.0508,655796.7905
P040578,P040578_9165687,9165687,2001,2009,798367.0508,655796.7905
P040578,P040578_8741175,8741175,2001,2009,798367.0508,655796.7905
P040578,P040578_1627182,1627182,2001,2009,798367.0508,655796.7905
P040578,P040578_8594735,8594735,2001,2009,798367.0508,655796.7905
P040578,P040578_1625123,1625123,2001,2009,798367.0508,655796.7905
P040578,P040578_1637367,1637367,2001,2009,798367.0508,655796.7905
P040578,P040578_6984549,6984549,2001,2009,798367.0508,655796.7905
P040578,P040578_9165987,9165987,2001,2009,798367.0508,655796.7905
P040578,P040578_6698254,6698254,2001,2009,798367.0508,655796.7905
P040578,P040578_1644833,1644833,2001,2009,798367.0508,655796.7905
P040578,P040578_1650217,1650217,2001,2009,798367.0508,655796.7905
P040578,P040578_1648636,1648636,2001,2009,798367.0508,655796.7905
P040578,P040578_1644906,1644906,2001,2009,798367.0508,655796.7905
P040578,P040578_1622728,1622728,2001,2009,798367.0508,655796.7905
P040578,P040578_1636806,1636806,2001,2009,798367.0508,655796.7905
P040578,P040578_1636022,1636022,2001,2009,798367.0508,655796.7905
P040578,P040578_8667930,8667930,2001,2009,798367.0508,655796.7905
P040578,P040578_1634614,1634614,2001,2009,798367.0508,655796.7905
P040578,P040578_1633037,1633037,2001,2009,798367.0508,655796.7905
P040578,P040578_1632724,1632724,2001,2009,798367.0508,655796.7905
P040578,P040578_1630935,1630935,2001,2009,798367.0508,655796.7905
P040578,P040578_1630723,1630723,2001,2009,798367.0508,655796.7905
P040578,P040578_1630033,1630033,2001,2009,798367.0508,655796.7905
P040578,P040578_1628884,1628884,2001,2009,798367.0508,655796.7905
P040578,P040578_2082460,2082460,2001,2009,798367.0508,655796.7905
P040578,P040578_1626916,1626916,2001,2009,798367.0508,655796.7905
P040578,P040578_1626185,1626185,2001,2009,798367.0508,655796.7905
P040578,P040578_1625708,1625708,2001,2009,798367.0508,655796.7905
P040578,P040578_1974329,1974329,2001,2009,798367.0508,655796.7905
P040578,P040578_1621884,1621884,2001,2009,798367.0508,655796.7905
P040578,P040578_1651739,1651739,2001,2009,798367.0508,655796.7905
P040578,P040578_1651591,1651591,2001,2009,798367.0508,655796.7905
P040578,P040578_1651454,1651454,2001,2009,798367.0508,655796.7905
P040578,P040578_1974141,1974141,2001,2009,798367.0508,655796.7905
P040578,P040578_1651180,1651180,2001,2009,798367.0508,655796.7905
P040578,P040578_1651135,1651135,2001,2009,798367.0508,655796.7905
P040578,P040578_1651145,1651145,2001,2009,798367.0508,655796.7905
P040578,P040578_1651086,1651086,2001,2009,798367.0508,655796.7905
P040578,P040578_1650706,1650706,2001,2009,798367.0508,655796.7905
P040578,P040578_1649017,1649017,2001,2009,798367.0508,655796.7905
P040578,P040578_7053529,7053529,2001,2009,798367.0508,655796.7905
P040578,P040578_7083696,7083696,2001,2009,798367.0508,655796.7905
P040578,P040578_1650101,1650101,2001,2009,798367.0508,655796.7905
P040578,P040578_1968824,1968824,2001,2009,798367.0508,655796.7905
P040578,P040578_1649976,1649976,2001,2009,798367.0508,655796.7905
P040578,P040578_1649964,1649964,2001,2009,798367.0508,655796.7905
P040578,P040578_8402443,8402443,2001,2009,798367.0508,655796.7905
P040578,P040578_8551263,8551263,2001,2009,798367.0508,655796.7905
P040578,P040578_1969148,1969148,2001,2009,798367.0508,655796.7905
P040578,P040578_1648759,1648759,2001,2009,798367.0508,655796.7905
P040578,P040578_7339392,7339392,2001,2009,798367.0508,655796.7905
P040578,P040578_1648542,1648542,2001,2009,798367.0508,655796.7905
P040578,P040578_8413344,8413344,2001,2009,798367.0508,655796.7905
P040578,P040578_1648296,1648296,2001,2009,798367.0508,655796.7905
P040578,P040578_8305330,8305330,2001,2009,798367.0508,655796.7905
P040578,P040578_1647574,1647574,2001,2009,798367.0508,655796.7905
P040578,P040578_2082664,2082664,2001,2009,798367.0508,655796.7905
P040578,P040578_1647417,1647417,2001,2009,798367.0508,655796.7905
P040578,P040578_7545217,7545217,2001,2009,798367.0508,655796.7905
P040578,P040578_1645405,1645405,2001,2009,798367.0508,655796.7905
P040578,P040578_1645343,1645343,2001,2009,798367.0508,655796.7905
P040578,P040578_7040626,7040626,2001,2009,798367.0508,655796.7905
P040578,P040578_1645138,1645138,2001,2009,798367.0508,655796.7905
P040578,P040578_1644992,1644992,2001,2009,798367.0508,655796.7905
P040578,P040578_1644609,1644609,2001,2009,798367.0508,655796.7905
P040578,P040578_1644099,1644099,2001,2009,798367.0508,655796.7905
P040578,P040578_1644046,1644046,2001,2009,798367.0508,655796.7905
P040578,P040578_1644020,1644020,2001,2009,798367.0508,655796.7905
P040578,P040578_9166017,9166017,2001,2009,798367.0508,655796.7905
P040578,P040578_9166014,9166014,2001,2009,798367.0508,655796.7905
P040578,P040578_2082616,2082616,2001,2009,798367.0508,655796.7905
P040578,P040578_1643236,1643236,2001,2009,798367.0508,655796.7905
P040578,P040578_1642608,1642608,2001,2009,798367.0508,655796.7905
P040578,P040578_1967327,1967327,2001,2009,798367.0508,655796.7905
P040578,P040578_7030751,7030751,2001,2009,798367.0508,655796.7905
P040578,P040578_1641066,1641066,2001,2009,798367.0508,655796.7905
P040578,P040578_7385079,7385079,2001,2009,798367.0508,655796.7905
P040578,P040578_1640980,1640980,2001,2009,798367.0508,655796.7905
P040578,P040578_1640933,1640933,2001,2009,798367.0508,655796.7905
P040578,P040578_1640576,1640576,2001,2009,798367.0508,655796.7905
P040578,P040578_8646768,8646768,2001,2009,798367.0508,655796.7905
P040578,P040578_1641275,1641275,2001,2009,798367.0508,655796.7905
P040578,P040578_1639992,1639992,2001,2009,798367.0508,655796.7905
P040578,P040578_1639937,1639937,2001,2009,798367.0508,655796.7905
P040578,P040578_1639850,1639850,2001,2009,798367.0508,655796.7905
P040578,P040578_9165984,9165984,2001,2009,798367.0508,655796.7905
P040578,P040578_8458679,8458679,2001,2009,798367.0508,655796.7905
P040578,P040578_1639721,1639721,2001,2009,798367.0508,655796.7905
P040578,P040578_1639278,1639278,2001,2009,798367.0508,655796.7905
P040578,P040578_1638783,1638783,2001,2009,798367.0508,655796.7905
P040578,P040578_1638697,1638697,2001,2009,798367.0508,655796.7905
P040578,P040578_1638422,1638422,2001,2009,798367.0508,655796.7905
P040578,P040578_1637805,1637805,2001,2009,798367.0508,655796.7905
P040578,P040578_1637806,1637806,2001,2009,798367.0508,655796.7905
P040578,P040578_1637799,1637799,2001,2009,798367.0508,655796.7905
P040578,P040578_1637617,1637617,2001,2009,798367.0508,655796.7905
P040578,P040578_1637372,1637372,2001,2009,798367.0508,655796.7905
P040578,P040578_6740868,6740868,2001,2009,798367.0508,655796.7905
P040578,P040578_1899623,1899623,2001,2009,798367.0508,655796.7905
P040578,P040578_6999244,6999244,2001,2009,798367.0508,655796.7905
P040578,P040578_1636212,1636212,2001,2009,798367.0508,655796.7905
P040578,P040578_1636066,1636066,2001,2009,798367.0508,655796.7905
P040578,P040578_1636029,1636029,2001,2009,798367.0508,655796.7905
P040578,P040578_8530422,8530422,2001,2009,798367.0508,655796.7905
P040578,P040578_1635825,1635825,2001,2009,798367.0508,655796.7905
P040578,P040578_1635769,1635769,2001,2009,798367.0508,655796.7905
P040578,P040578_7338134,7338134,2001,2009,798367.0508,655796.7905
P040578,P040578_2082539,2082539,2001,2009,798367.0508,655796.7905
P040578,P040578_1967320,1967320,2001,2009,798367.0508,655796.7905
P040578,P040578_1645452,1645452,2001,2009,798367.0508,655796.7905
P040578,P040578_2082522,2082522,2001,2009,798367.0508,655796.7905
P040578,P040578_7464044,7464044,2001,2009,798367.0508,655796.7905
P040578,P040578_1634266,1634266,2001,2009,798367.0508,655796.7905
P040578,P040578_1634201,1634201,2001,2009,798367.0508,655796.7905
P040578,P040578_2057005,2057005,2001,2009,798367.0508,655796.7905
P040578,P040578_1967629,1967629,2001,2009,798367.0508,655796.7905
P040578,P040578_1633136,1633136,2001,2009,798367.0508,655796.7905
P040578,P040578_1633075,1633075,2001,2009,798367.0508,655796.7905
P040578,P040578_1632361,1632361,2001,2009,798367.0508,655796.7905
P040578,P040578_1632353,1632353,2001,2009,798367.0508,655796.7905
P040578,P040578_1632260,1632260,2001,2009,798367.0508,655796.7905
P040578,P040578_1632253,1632253,2001,2009,798367.0508,655796.7905
P040578,P040578_1631910,1631910,2001,2009,798367.0508,655796.7905
P040578,P040578_1631817,1631817,2001,2009,798367.0508,655796.7905
P040578,P040578_1632912,1632912,2001,2009,798367.0508,655796.7905
P040578,P040578_1974277,1974277,2001,2009,798367.0508,655796.7905
P040578,P040578_8740341,8740341,2001,2009,798367.0508,655796.7905
P040578,P040578_1630417,1630417,2001,2009,798367.0508,655796.7905
P040578,P040578_1629914,1629914,2001,2009,798367.0508,655796.7905
P040578,P040578_1967452,1967452,2001,2009,798367.0508,655796.7905
P040578,P040578_1629380,1629380,2001,2009,798367.0508,655796.7905
P040578,P040578_1628802,1628802,2001,2009,798367.0508,655796.7905
P040578,P040578_1628501,1628501,2001,2009,798367.0508,655796.7905
P040578,P040578_1628000,1628000,2001,2009,798367.0508,655796.7905
P040578,P040578_1627566,1627566,2001,2009,798367.0508,655796.7905
P040578,P040578_1627266,1627266,2001,2009,798367.0508,655796.7905
P040578,P040578_1626703,1626703,2001,2009,798367.0508,655796.7905
P040578,P040578_1626542,1626542,2001,2009,798367.0508,655796.7905
P040578,P040578_1626527,1626527,2001,2009,798367.0508,655796.7905
P040578,P040578_8425539,8425539,2001,2009,798367.0508,655796.7905
P040578,P040578_1967277,1967277,2001,2009,798367.0508,655796.7905
P040578,P040578_8042966,8042966,2001,2009,798367.0508,655796.7905
P040578,P040578_7873935,7873935,2001,2009,798367.0508,655796.7905
P040578,P040578_1625809,1625809,2001,2009,798367.0508,655796.7905
P040578,P040578_1624410,1624410,2001,2009,798367.0508,655796.7905
P040578,P040578_1975015,1975015,2001,2009,798367.0508,655796.7905
P040578,P040578_1967354,1967354,2001,2009,798367.0508,655796.7905
P040578,P040578_1973683,1973683,2001,2009,798367.0508,655796.7905
P040578,P040578_1623914,1623914,2001,2009,798367.0508,655796.7905
P040578,P040578_1623834,1623834,2001,2009,798367.0508,655796.7905
P040578,P040578_1623651,1623651,2001,2009,798367.0508,655796.7905
P040578,P040578_1623238,1623238,2001,2009,798367.0508,655796.7905
P040578,P040578_1623474,1623474,2001,2009,798367.0508,655796.7905
P040578,P040578_7414056,7414056,2001,2009,798367.0508,655796.7905
P040578,P040578_1623014,1623014,2001,2009,798367.0508,655796.7905
P040578,P040578_1622789,1622789,2001,2009,798367.0508,655796.7905
P040578,P040578_1622462,1622462,2001,2009,798367.0508,655796.7905
P040578,P040578_1622167,1622167,2001,2009,798367.0508,655796.7905
P040578,P040578_2082691,2082691,2001,2009,798367.0508,655796.7905
P040578,P040578_1621541,1621541,2001,2009,798367.0508,655796.7905
P040578,P040578_1973960,1973960,2001,2009,798367.0508,655796.7905
P040578,P040578_1621461,1621461,2001,2009,798367.0508,655796.7905
P040578,P040578_2082600,2082600,2001,2009,798367.0508,655796.7905
P040578,P040578_1636556,1636556,2001,2009,798367.0508,655796.7905
P040578,P040578_1636544,1636544,2001,2009,798367.0508,655796.7905
P040578,P040578_1630789,1630789,2001,2009,798367.0508,655796.7905
P040578,P040578_1626232,1626232,2001,2009,798367.0508,655796.7905
P040578,P040578_1633791,1633791,2001,2009,798367.0508,655796.7905
P040578,P040578_1641897,1641897,2001,2009,798367.0508,655796.7905
P040578,P040578_1641898,1641898,2001,2009,798367.0508,655796.7905
P040578,P040578_1641899,1641899,2001,2009,798367.0508,655796.7905
P040578,P040578_1641900,1641900,2001,2009,798367.0508,655796.7905
P040578,P040578_1643012,1643012,2001,2009,798367.0508,655796.7905
P040578,P040578_1650535,1650535,2001,2009,798367.0508,655796.7905
P040578,P040578_1958070,1958070,2001,2009,798367.0508,655796.7905
P040578,P040578_1626229,1626229,2001,2009,798367.0508,655796.7905
P040578,P040578_1626231,1626231,2001,2009,798367.0508,655796.7905
P040578,P040578_1633792,1633792,2001,2009,798367.0508,655796.7905
P040578,P040578_1632168,1632168,2001,2009,798367.0508,655796.7905
P040578,P040578_1636626,1636626,2001,2009,798367.0508,655796.7905
P040578,P040578_6755524,6755524,2001,2009,798367.0508,655796.7905
P040578,P040578_6983393,6983393,2001,2009,798367.0508,655796.7905
P040578,P040578_7338267,7338267,2001,2009,798367.0508,655796.7905
P040578,P040578_7382037,7382037,2001,2009,798367.0508,655796.7905
P040578,P040578_1647546,1647546,2001,2009,798367.0508,655796.7905
P040578,P040578_6925963,6925963,2001,2009,798367.0508,655796.7905
P040578,P040578_6971167,6971167,2001,2009,798367.0508,655796.7905
P040578,P040578_1651763,1651763,2001,2009,798367.0508,655796.7905
P040578,P040578_1650999,1650999,2001,2009,798367.0508,655796.7905
P040578,P040578_1649267,1649267,2001,2009,798367.0508,655796.7905
P040578,P040578_7613719,7613719,2001,2009,798367.0508,655796.7905
P040578,P040578_2082625,2082625,2001,2009,798367.0508,655796.7905
P040578,P040578_1642996,1642996,2001,2009,798367.0508,655796.7905
P040578,P040578_1642125,1642125,2001,2009,798367.0508,655796.7905
P040578,P040578_1967286,1967286,2001,2009,798367.0508,655796.7905
P040578,P040578_1640898,1640898,2001,2009,798367.0508,655796.7905
P040578,P040578_1640467,1640467,2001,2009,798367.0508,655796.7905
P040578,P040578_1639527,1639527,2001,2009,798367.0508,655796.7905
P040578,P040578_1625776,1625776,2001,2009,798367.0508,655796.7905
P040578,P040578_1638030,1638030,2001,2009,798367.0508,655796.7905
P040578,P040578_1637720,1637720,2001,2009,798367.0508,655796.7905
P040578,P040578_1636798,1636798,2001,2009,798367.0508,655796.7905
P040578,P040578_1636663,1636663,2001,2009,798367.0508,655796.7905
P040578,P040578_1635612,1635612,2001,2009,798367.0508,655796.7905
P040578,P040578_1635087,1635087,2001,2009,798367.0508,655796.7905
P040578,P040578_1634519,1634519,2001,2009,798367.0508,655796.7905
P040578,P040578_1633956,1633956,2001,2009,798367.0508,655796.7905
P040578,P040578_1633903,1633903,2001,2009,798367.0508,655796.7905
P040578,P040578_1967607,1967607,2001,2009,798367.0508,655796.7905
P040578,P040578_1633551,1633551,2001,2009,798367.0508,655796.7905
P040578,P040578_1632046,1632046,2001,2009,798367.0508,655796.7905
P040578,P040578_7553299,7553299,2001,2009,798367.0508,655796.7905
P040578,P040578_1630954,1630954,2001,2009,798367.0508,655796.7905
P040578,P040578_1630262,1630262,2001,2009,798367.0508,655796.7905
P040578,P040578_1630034,1630034,2001,2009,798367.0508,655796.7905
P040578,P040578_1629965,1629965,2001,2009,798367.0508,655796.7905
P040578,P040578_1628942,1628942,2001,2009,798367.0508,655796.7905
P040578,P040578_1627148,1627148,2001,2009,798367.0508,655796.7905
P040578,P040578_1627018,1627018,2001,2009,798367.0508,655796.7905
P040578,P040578_1626448,1626448,2001,2009,798367.0508,655796.7905
P040578,P040578_1625928,1625928,2001,2009,798367.0508,655796.7905
P040578,P040578_1625993,1625993,2001,2009,798367.0508,655796.7905
P040578,P040578_1625420,1625420,2001,2009,798367.0508,655796.7905
P040578,P040578_1625175,1625175,2001,2009,798367.0508,655796.7905
P040578,P040578_1625134,1625134,2001,2009,798367.0508,655796.7905
P040578,P040578_1624553,1624553,2001,2009,798367.0508,655796.7905
P040578,P040578_1624095,1624095,2001,2009,798367.0508,655796.7905
P040578,P040578_1623502,1623502,2001,2009,798367.0508,655796.7905
P040578,P040578_1623446,1623446,2001,2009,798367.0508,655796.7905
P040578,P040578_1901631,1901631,2001,2009,798367.0508,655796.7905
P040578,P040578_1622382,1622382,2001,2009,798367.0508,655796.7905
P040578,P040578_1621456,1621456,2001,2009,798367.0508,655796.7905
P040578,P040578_1621374,1621374,2001,2009,798367.0508,655796.7905
P040578,P040578_7089411,7089411,2001,2009,798367.0508,655796.7905
P040578,P040578_1644079,1644079,2001,2009,798367.0508,655796.7905
P040578,P040578_2056997,2056997,2001,2009,798367.0508,655796.7905
